75000 135495
1604 4919 -396510119
1572 4920 175677318
2852 4921 685385485
3638 4922 -464399129
4446 4923 -4360305
3119 4924 -10556478
1251 4925 -465252245
4212 4926 464757480
2016 4927 652210952
4293 4928 -878824251
2057 4929 -862337664
1451 4930 -768021301
2760 4931 175093283
4830 4932 -100839438
1733 4933 -502986228
2342 4934 277530108
4443 4935 -418849583
1621 4936 572491223
2660 4937 284380796
4789 4938 524519523
285 4939 -251253136
2965 4940 286883809
3872 4941 -768743677
851 4942 809558851
1364 4943 231444205
4260 4944 -658312349
4905 4945 888981467
3283 4946 -290778353
3127 4947 -119006983
1772 4948 -631452769
4788 4949 -356815834
3437 4950 -584851076
229 4951 -766831466
17 4952 86678711
1889 4953 598902587
4707 4954 -227921217
4235 4955 -4903710
1810 4956 -391977583
3813 4957 -735869883
3040 4958 431463144
4248 4959 -643117422
857 4960 -98035308
4527 4961 -69581326
2622 4962 -736895219
519 4963 -399477988
2640 4964 -223587635
4535 4965 -517347101
1597 4966 -203651255
1624 4967 -281330831
4543 4968 287242779
245 4969 -765937949
3908 4970 4221061
3483 4971 -768295057
3902 4972 -241780999
1158 4973 547867832
2137 4974 -143981120
540 4975 -825851559
2738 4976 -63020819
996 4977 419799334
3475 4978 959643431
1629 4979 783420159
3280 4980 361270067
2344 4981 235987660
2569 4982 71003688
2447 4983 -725302465
1707 4984 23534098
4805 4985 417971211
3026 4986 288220628
4095 4987 -731017545
4364 4988 386826728
708 4989 533964361
2649 4990 -108305602
2461 4991 -753350116
4538 4992 845188885
3490 4993 -7346845
2832 4994 -785931663
219 4995 -504274088
10 4996 827596391
2216 4997 442318526
2470 4998 -399593897
1969 4999 998312372
3200 5000 656682051
564 5001 437671451
4323 5002 -458465322
2752 5003 -595438856
4141 5004 -406189880
4871 5005 -712044589
1684 5006 830664743
3044 5007 -846061386
4247 5008 685239548
4046 5009 -134142724
4595 5010 777765013
4249 5011 515587447
2819 5012 926761881
4082 5013 -900963500
1312 5014 -355210570
3816 5015 832035551
769 5016 887259588
2724 5017 277673569
4418 5018 357153303
2150 5019 542014010
3920 5020 -999626278
1568 5021 253010122
365 5022 87446046
4501 5023 377615144
1728 5024 939168911
5003 5025 -176110223
435 5026 505516315
4233 5027 673010940
2314 5028 813496873
4210 5029 -389158253
2773 5030 -193792810
2062 5031 -410523348
3758 5032 -159825427
1068 5033 888809167
2529 5034 -996784511
4416 5035 -918275358
3790 5036 114722044
2816 5037 663518816
1865 5038 212105825
4476 5039 -371697978
3952 5040 -526152014
2151 5041 -98816039
1077 5042 -20727257
1804 5043 -491570993
2295 5044 380031486
2341 5045 517463364
4731 5046 839654056
4418 5047 -35741004
2070 5048 982861202
3274 5049 -843582250
2107 5050 352620195
3104 5051 -548048698
1695 5052 -414078907
3768 5053 -514396751
2564 5054 -394588711
1030 5055 -137966786
250 5056 440506084
2995 5057 -676859532
2296 5058 442660510
3311 5059 896457586
265 5060 -986002764
138 5061 -211312486
3745 5062 -167860713
3679 5063 -792618188
1055 5064 -619353192
1792 5065 589236489
4439 5066 -735565667
4959 5067 101801754
2626 5068 -708298303
1038 5069 647451906
3988 5070 -243001308
1742 5071 436106063
3235 5072 -301076461
3052 5073 -427302238
4552 5074 -235611691
244 5075 -422502823
891 5076 -883942539
2001 5077 19469304
2318 5078 -647841825
864 5079 59934946
3907 5080 186779109
2429 5081 565791662
3756 5082 -75266558
3612 5083 616561186
216 5084 -110904097
2330 5085 -51126340
677 5086 -557127791
4755 5087 -675440594
5021 5088 121392242
2591 5089 -807482243
1770 5090 -538976717
2424 5091 -733292839
4208 5092 225820480
2276 5093 165241610
2559 5094 759334329
817 5095 -705969207
2301 5096 -688996523
3952 5097 -718697751
3867 5098 -948171258
3220 5099 224027103
1356 5100 -756584766
1889 5101 -876307015
3130 5102 -239850427
883 5103 -712062586
660 5104 200380944
5071 5105 732309528
284 5106 271099866
4917 5107 -299981041
3979 5108 -182863740
3687 5109 -451784304
2676 5110 -154205908
827 5111 -39644058
400 5112 -357457624
3978 5113 -679313437
3306 5114 443871959
296 5115 44156068
835 5116 -739845796
435 5117 365110039
3352 5118 43437258
3388 5119 -200038902
2846 5120 248631207
3703 5121 32155712
2351 5122 250050905
343 5123 6555005
3442 5124 -726751502
1208 5125 -65927543
3353 5126 -927703449
1716 5127 880233514
4909 5128 -191204173
3128 5129 65211382
2861 5130 330765028
1747 5131 -307356392
635 5132 355808538
487 5133 -952234141
1181 5134 916200921
4290 5135 779427028
3652 5136 -779363156
4470 5137 -880609371
3616 5138 -398374222
1726 5139 -211855491
4553 5140 -174174084
1342 5141 685787869
3932 5142 -673451574
3825 5143 879362393
2040 5144 502352605
469 5145 252198605
4924 5146 -215015448
1813 5147 -62915961
568 5148 -622473325
2414 5149 985421936
1299 5150 -867676525
2808 5151 -162836849
2669 5152 -10867256
4285 5153 -666287544
1040 5154 816432762
4081 5155 956608562
1405 5156 165948105
4389 5157 524563142
935 5158 244924828
2031 5159 -519874013
2624 5160 -84742096
4489 5161 893291878
2423 5162 663152673
2792 5163 259574629
675 5164 257983769
1657 5165 -464175725
2574 5166 939026179
4591 5167 464590795
4474 5168 -407039451
575 5169 157708091
4394 5170 43074241
4996 5171 768400108
3011 5172 -637305341
928 5173 288127542
4563 5174 -160899322
316 5175 -695109374
347 5176 257339860
3426 5177 -882022544
3646 5178 -46648739
3948 5179 -29177990
1821 5180 975500975
4036 5181 906282110
1937 5182 -781675568
1252 5183 431838329
4920 5184 932074887
307 5185 -151664936
2792 5186 231303403
3038 5187 790350511
1497 5188 4447425
1894 5189 699630763
3684 5190 31882962
4431 5191 745153133
4853 5192 280290597
4375 5193 332374652
1033 5194 -910681329
443 5195 -558382786
522 5196 -402517392
5103 5197 -669823954
332 5198 177612116
3999 5199 -368084678
1469 5200 214258280
1442 5201 894793540
2434 5202 -486207271
4588 5203 -649967247
3078 5204 543493868
3295 5205 -480234908
852 5206 -351639693
934 5207 815329193
3438 5208 -37511267
1371 5209 811700235
1204 5210 749821512
1494 5211 -63041032
1 5212 -161088041
2498 5213 -988549169
2415 5214 327626994
1458 5215 763243166
4772 5216 -798169325
4340 5217 -425228353
4273 5218 -445211171
4692 5219 172046000
355 5220 -349546845
4294 5221 727850991
1842 5222 -460354472
3788 5223 -418614152
2336 5224 -134178961
3083 5225 -210757466
3837 5226 53613431
4841 5227 917744615
4063 5228 225500912
4657 5229 -466223545
3680 5230 614601271
4817 5231 -502423437
1167 5232 -660582236
2116 5233 355394584
5083 5234 697291248
2776 5235 -88056433
1244 5236 -218991144
448 5237 -447883004
4011 5238 311547702
1593 5239 -133138168
539 5240 -927528915
4719 5241 985521207
349 5242 -442852102
3927 5243 866845126
5193 5244 581282196
4377 5245 363423513
4109 5246 218338912
2334 5247 889874774
194 5248 -193275837
2641 5249 -1360756
3239 5250 -838691417
5140 5251 867014939
416 5252 -947293404
3441 5253 324737595
3773 5254 467140315
2613 5255 -565545432
2920 5256 -547155738
4080 5257 -36348874
1213 5258 -689138089
4857 5259 -312286492
1837 5260 895503214
1445 5261 748336514
1385 5262 19826966
1710 5263 535013004
5082 5264 -577998482
1671 5265 -827719397
2221 5266 347401047
3950 5267 103467878
2949 5268 -333512638
3902 5269 751451524
990 5270 147482637
645 5271 -400136146
1899 5272 672191194
4194 5273 750834678
3314 5274 -448734216
4652 5275 -801969661
694 5276 -977760642
1893 5277 18247311
867 5278 531073210
559 5279 878756486
3917 5280 883815252
3669 5281 2769726
4387 5282 174087899
1004 5283 -127945008
1947 5284 25100565
2803 5285 -556720147
1992 5286 939706808
427 5287 -69744781
1320 5288 -566645637
357 5289 -988136232
3864 5290 -455112898
4286 5291 -812885151
2859 5292 222927510
1095 5293 198703698
4651 5294 143347104
602 5295 -44928887
5154 5296 -821763080
769 5297 310941501
2908 5298 -737724423
2531 5299 307816296
3441 5300 -386103014
1522 5301 -572427162
1847 5302 -178651380
245 5303 15982858
3947 5304 -485935431
116 5305 638135114
829 5306 -725793457
4444 5307 -416454179
4073 5308 -660178531
191 5309 699587462
3437 5310 -993019941
2025 5311 89514947
4464 5312 736365067
3684 5313 80735132
3514 5314 417334065
144 5315 -40270305
4712 5316 554343164
3054 5317 -690227656
1370 5318 -495037332
2204 5319 -796989559
1632 5320 -933812379
2492 5321 423405624
1694 5322 614791735
343 5323 242318254
3305 5324 -821692393
1221 5325 -370514826
2271 5326 -665737998
1592 5327 -970922501
3232 5328 911428685
3806 5329 873736827
2670 5330 -376011341
1538 5331 -509808899
2478 5332 6234823
103 5333 78284175
2157 5334 -258347975
3909 5335 201231008
4574 5336 -865091678
1098 5337 790845327
4051 5338 -260355544
4457 5339 -413075841
4634 5340 330783604
1802 5341 -544061634
538 5342 22523923
4577 5343 293833679
3037 5344 -293003275
2354 5345 -179605215
788 5346 545903970
5120 5347 579872842
4121 5348 -137205693
120 5349 -965289683
4184 5350 560551250
3748 5351 -156731404
164 5352 96161385
3873 5353 443906004
3830 5354 681165694
4432 5355 559705541
3488 5356 -481788850
2891 5357 322613620
2328 5358 -929690102
2919 5359 7925867
1895 5360 969831089
1450 5361 -845531902
5110 5362 -329065444
2172 5363 -823096097
3711 5364 -731898768
3593 5365 -943310398
1471 5366 219643594
4277 5367 349885693
880 5368 858989521
5139 5369 736704110
1641 5370 859262894
4758 5371 847568759
2409 5372 304294933
314 5373 -464403527
1485 5374 -906160979
276 5375 637786730
4268 5376 162213011
2388 5377 210403801
2599 5378 712231837
3173 5379 761879816
5256 5380 389493395
1532 5381 881108887
1912 5382 900738792
2735 5383 -908042694
5013 5384 -802849105
4253 5385 298130513
4729 5386 797841885
712 5387 -392498660
2542 5388 990914946
3954 5389 139941895
808 5390 -983002957
3593 5391 -860382041
3148 5392 -721979679
1917 5393 176358357
4959 5394 -49081272
3400 5395 143897805
1225 5396 -498590716
3026 5397 205543303
451 5398 317117474
1618 5399 -552662143
2291 5400 -623572137
3338 5401 -859548893
3386 5402 548173792
5307 5403 -514886529
3713 5404 233572222
756 5405 388335877
3970 5406 -669009613
1970 5407 281852363
3859 5408 566357844
3332 5409 -216720196
4708 5410 -774631283
67 5411 -192116498
3084 5412 -703888721
585 5413 -707557022
5318 5414 751554256
5201 5415 -295828654
139 5416 -66556012
3480 5417 -843816143
4037 5418 -587944658
1930 5419 926001550
1150 5420 838304412
3040 5421 -494542725
5375 5422 -398017929
5271 5423 930060790
5143 5424 956354674
4657 5425 -816970909
3238 5426 814961101
2688 5427 -319685877
2381 5428 724957097
3014 5429 169908473
311 5430 619500872
1890 5431 -416172359
2305 5432 -647750813
1397 5433 -695482380
84 5434 -229512127
4195 5435 736652445
60 5436 -421964121
1652 5437 765795352
5087 5438 -757852688
3667 5439 962333748
3503 5440 400004883
4814 5441 -13578471
1583 5442 36038715
2394 5443 -175626091
4133 5444 194204101
2175 5445 -291549635
1797 5446 -123169720
4507 5447 -620694912
3381 5448 -348565360
3526 5449 -57880914
147 5450 -944135269
2330 5451 447916650
4264 5452 587750311
3365 5453 -199054921
988 5454 -361753392
1094 5455 -648485691
3986 5456 -210863469
3452 5457 694327047
1239 5458 759605041
4107 5459 -731737916
2615 5460 695990175
580 5461 -46567423
3163 5462 474151591
2900 5463 836737791
1650 5464 -475124828
4889 5465 -139868439
4496 5466 -490115447
4032 5467 -269921849
4366 5468 782818036
1524 5469 853315080
4427 5470 -178798053
1114 5471 -117178349
667 5472 -103664068
4804 5473 -53179082
2681 5474 766948146
573 5475 -315884803
3908 5476 -515951443
1000 5477 202078040
1382 5478 148094553
1866 5479 570700526
3264 5480 325040405
1674 5481 870982465
4998 5482 -790529018
3711 5483 415575482
1226 5484 722238287
3391 5485 488232655
205 5486 -852202090
3763 5487 552391898
2258 5488 409878809
2176 5489 510821633
2613 5490 -139662364
4868 5491 -751577266
5260 5492 88261148
2454 5493 -867981883
214 5494 68053550
649 5495 -165302883
2383 5496 140481572
2967 5497 -270494207
2534 5498 -559597920
1251 5499 -725597654
3430 5500 295425291
4557 5501 -124804693
1457 5502 278492209
4685 5503 -837856880
2840 5504 802565847
4469 5505 -685333266
1265 5506 250501998
2105 5507 -19050458
4380 5508 -370161073
622 5509 720606156
3101 5510 -882376268
60 5511 -77229786
3417 5512 293899265
1400 5513 714866391
250 5514 -254432689
4802 5515 -483873458
945 5516 650440400
4103 5517 341842000
4122 5518 -191374183
3697 5519 209721470
447 5520 829995172
2202 5521 185066239
3160 5522 477615617
2884 5523 -754337978
4995 5524 -598765536
4240 5525 -1839238
476 5526 -960582916
1646 5527 -918596002
2479 5528 -444644782
4827 5529 -788253834
5247 5530 973634836
5283 5531 -563552029
611 5532 -84371534
4932 5533 847955725
5130 5534 -845196802
973 5535 559665621
147 5536 923266278
1249 5537 -629057097
563 5538 -483786635
1157 5539 -583452846
4077 5540 -272767572
2422 5541 105527095
4581 5542 -639523034
4501 5543 -747645281
5494 5544 -159958335
5227 5545 129122008
3963 5546 113085989
3514 5547 415555686
421 5548 812215733
5541 5549 -558386201
757 5550 587288198
21 5551 -415994091
1794 5552 -42352019
2149 5553 83905046
2041 5554 920659528
3391 5555 -464663598
2211 5556 715446393
2342 5557 -519281019
3507 5558 -108749251
2771 5559 -717562431
777 5560 -802416383
998 5561 513577169
3288 5562 547321931
166 5563 -272551299
3972 5564 954174592
3327 5565 921405865
2239 5566 843464908
5080 5567 -5828818
2479 5568 -960905589
2411 5569 629613459
404 5570 -17937944
350 5571 -814176924
804 5572 -569877829
721 5573 -862804173
372 5574 43900221
574 5575 -27441469
1571 5576 -755573324
831 5577 212243280
3477 5578 -515565209
826 5579 999615285
1627 5580 -436964333
2533 5581 -968413826
2236 5582 723228374
790 5583 748678117
851 5584 -403386791
639 5585 221380427
817 5586 -181038385
4461 5587 168522028
4373 5588 509292548
1995 5589 100384214
4241 5590 -830644223
4910 5591 173485437
931 5592 -8050927
1355 5593 -775256932
4855 5594 220271794
1991 5595 -919630650
2196 5596 743355124
964 5597 140305223
5259 5598 -159767110
862 5599 -176776593
2418 5600 358788952
1113 5601 -494648829
1742 5602 -657110678
3377 5603 -456795818
4242 5604 105990554
2394 5605 -462809023
2236 5606 -244347378
332 5607 60806723
905 5608 -755420349
575 5609 126531877
648 5610 -28433932
4604 5611 904344855
1140 5612 167096649
4042 5613 127400163
3877 5614 798983795
225 5615 952840920
3426 5616 841398305
2894 5617 290028934
4729 5618 812385283
4114 5619 -708322175
2944 5620 431839315
1645 5621 -151365963
5004 5622 -940664860
3682 5623 -793207259
1055 5624 -271962103
5555 5625 -579823512
1339 5626 -65681860
3055 5627 -299940014
1355 5628 -670366390
2683 5629 179102821
2451 5630 806402250
4231 5631 -736192930
3440 5632 78631065
2477 5633 -488537560
4520 5634 -913134378
1294 5635 -169242188
3749 5636 -985043466
1360 5637 -368256058
2764 5638 -600839329
3098 5639 709028223
390 5640 440418553
2668 5641 -488294538
4601 5642 766745859
4381 5643 -233038175
602 5644 -984376138
3530 5645 132612634
4812 5646 283762909
3072 5647 -593245013
5263 5648 23729244
1523 5649 -120338204
1644 5650 442626828
4884 5651 499073142
1147 5652 218614854
4857 5653 245736946
3933 5654 -653993511
3272 5655 644718245
2904 5656 -513979269
3247 5657 -125399257
1392 5658 -400553420
984 5659 -154063651
2127 5660 910560203
702 5661 -412669700
4601 5662 655632695
4591 5663 -727347735
4442 5664 -197429580
312 5665 405094852
2700 5666 -458570780
1651 5667 153324234
1350 5668 457412663
2852 5669 615299482
457 5670 -231428287
4620 5671 -271007441
3039 5672 761261889
1231 5673 -669148877
5400 5674 -808567917
847 5675 -172097824
3201 5676 293594266
3796 5677 -426802458
3976 5678 541761120
3311 5679 330921947
2749 5680 736800527
5606 5681 474043866
2484 5682 -440455267
2933 5683 -641855565
5381 5684 837587559
646 5685 -770684173
261 5686 -970442933
1062 5687 605471025
3506 5688 486809884
1431 5689 -916369170
4284 5690 67993130
1993 5691 938782543
2059 5692 68199548
334 5693 520224245
4067 5694 -64286791
4497 5695 -354269149
3775 5696 748391683
1752 5697 422084925
5027 5698 -324504420
974 5699 -676636470
1407 5700 591093902
4888 5701 45393592
2640 5702 525971994
3837 5703 10452173
1704 5704 -240105961
2728 5705 -563958278
254 5706 -912340769
5382 5707 -856838697
3628 5708 -74758035
473 5709 -502308173
1362 5710 -138145118
2800 5711 -108430410
5158 5712 344353866
2684 5713 614489492
3290 5714 -271702779
2928 5715 -214203880
2769 5716 227902815
5385 5717 -483387329
1517 5718 -13749405
1643 5719 944578899
2133 5720 -964750527
728 5721 -474207176
962 5722 -167178798
1006 5723 -233189396
5084 5724 -351802799
4220 5725 -265450764
5543 5726 -470509599
4984 5727 -869736697
1000 5728 -365847268
310 5729 -969757322
89 5730 -201685743
5557 5731 885695361
4720 5732 950168221
2016 5733 -976425137
1228 5734 -473037079
3679 5735 -123048256
2696 5736 -871617930
1549 5737 605712805
1894 5738 25343283
3302 5739 -755108908
4202 5740 651750724
3539 5741 -641855316
1672 5742 -686469757
3435 5743 -727905877
3502 5744 -847905244
4431 5745 -502797992
543 5746 344556562
3740 5747 -592770822
2210 5748 -539413635
3894 5749 57420395
2697 5750 -728082402
329 5751 230205550
5647 5752 977791288
542 5753 -535035074
3029 5754 213697027
1383 5755 -387436546
4737 5756 219823392
854 5757 -727309630
4392 5758 -457911114
3645 5759 -737252892
1695 5760 98372006
2788 5761 -465373566
5299 5762 951250381
521 5763 241295036
4124 5764 -422065
1206 5765 -635974011
5301 5766 -299071412
1918 5767 59047955
2099 5768 84231176
1726 5769 -626081422
3842 5770 831365369
5589 5771 -782548527
3032 5772 441428539
4835 5773 -455553926
493 5774 246162670
382 5775 605946940
1248 5776 -704587324
3165 5777 -141477662
3203 5778 -827976136
5420 5779 -624230902
2936 5780 -360626523
1223 5781 -792812728
3904 5782 -315293363
4444 5783 97884774
1502 5784 -345330953
3730 5785 -562624036
2384 5786 767122064
5406 5787 -714392435
796 5788 727952893
2844 5789 -525354932
1582 5790 -497558513
2116 5791 694416196
1527 5792 828046060
1463 5793 -294059738
5632 5794 582744127
926 5795 359298909
4493 5796 241913358
4978 5797 -314882090
2844 5798 -407605978
2924 5799 -401869674
3396 5800 576318863
503 5801 132172282
1184 5802 688808371
5510 5803 298742209
3713 5804 -732606794
5435 5805 -508211282
2482 5806 -683526456
1750 5807 -163231939
1343 5808 28274523
750 5809 -641429184
337 5810 -432328237
2149 5811 -986986558
603 5812 -765214207
930 5813 861989196
559 5814 -902895518
769 5815 700027174
5457 5816 -833933181
5637 5817 -328968191
5655 5818 595386267
2158 5819 430104434
5342 5820 -693930786
2875 5821 454755546
3932 5822 834473323
705 5823 -745250418
1924 5824 635222995
56 5825 539076725
1922 5826 -890323931
4134 5827 -560171811
918 5828 -969826524
313 5829 849554744
3718 5830 -778917126
3776 5831 -270563259
775 5832 646288757
3179 5833 -393669254
1900 5834 -976694498
4607 5835 280365838
3053 5836 81591411
3602 5837 956403507
4169 5838 637278720
3906 5839 798440020
2814 5840 427999347
1713 5841 -458282618
2874 5842 -801935273
4689 5843 -476752598
5772 5844 339079741
2433 5845 878109983
3776 5846 -819818712
352 5847 64120455
3612 5848 -618656904
1419 5849 509030461
5715 5850 309650671
2555 5851 -114809285
5709 5852 588347835
4027 5853 -908858588
2341 5854 -552691630
2001 5855 -232667321
2362 5856 -298671318
3491 5857 -348401111
2590 5858 -674636321
2952 5859 -190309095
1539 5860 -448163081
1553 5861 -25812745
125 5862 -174748639
134 5863 -582477860
4717 5864 -309183541
243 5865 -649255835
4366 5866 592916145
2914 5867 -732751726
4951 5868 154141998
4783 5869 -1763646
5099 5870 158751324
2704 5871 -713597450
5376 5872 306747717
5419 5873 645144772
4166 5874 46246044
1209 5875 -360632698
2198 5876 -977209103
4145 5877 -897352076
4415 5878 978452632
5613 5879 -664153023
2237 5880 -714575817
5091 5881 -433700006
3093 5882 -404304368
170 5883 -120771262
3756 5884 -746913567
5105 5885 76827293
148 5886 -906597666
47 5887 523571736
2687 5888 784098127
1716 5889 175517031
2311 5890 861176253
1604 5891 925620058
2231 5892 -31412584
2492 5893 -26356473
5545 5894 507486672
5282 5895 996208403
2327 5896 937046620
1845 5897 -97381629
3229 5898 -506666977
4232 5899 526860267
1460 5900 379865792
5220 5901 -970981581
885 5902 -180677159
3128 5903 452211231
356 5904 505944424
1146 5905 -622768030
5142 5906 472858486
2437 5907 -560595757
4344 5908 -135316783
4453 5909 890283198
1189 5910 862212320
1346 5911 879084939
4777 5912 78268726
1967 5913 -155803955
5475 5914 133669665
4800 5915 286310798
1129 5916 -415708073
4469 5917 -795751696
4224 5918 407738431
2575 5919 -330360212
5004 5920 214816444
4792 5921 -116143766
5027 5922 842007646
5063 5923 -786726817
3922 5924 464191528
5160 5925 764582826
5010 5926 379229474
2758 5927 -252181028
3884 5928 -538406867
1874 5929 -164276826
5628 5930 397809922
830 5931 -133186670
142 5932 -836281336
559 5933 -664935599
5894 5934 880713301
5483 5935 125725390
3019 5936 486392761
929 5937 370920892
2882 5938 680995514
2670 5939 27667246
1564 5940 -54754919
2885 5941 -945466981
1704 5942 -22010064
731 5943 -318228359
4677 5944 -252999848
3028 5945 550605448
5559 5946 -935381921
3355 5947 -489713089
352 5948 -595004028
2380 5949 868353443
5687 5950 9658526
4967 5951 646062059
2627 5952 835263462
429 5953 287045758
4793 5954 -116702955
5112 5955 -55671026
3645 5956 -776338786
5955 5957 -897592684
982 5958 -539542964
4969 5959 -547100971
570 5960 -493228630
3567 5961 -862193252
3469 5962 -36503132
5930 5963 -375473949
5812 5964 -922845210
4390 5965 547864005
3034 5966 821902287
680 5967 -634092589
955 5968 -984657900
2076 5969 192696030
1224 5970 -342094074
4894 5971 -601788797
4115 5972 32716232
5803 5973 703518202
2507 5974 -216417725
1787 5975 -965377781
3830 5976 -663440731
126 5977 -876319658
46 5978 -771026105
4527 5979 673427452
606 5980 -3047341
859 5981 -625291876
1261 5982 483111324
549 5983 5301069
5354 5984 501282441
1470 5985 764761812
12 5986 60296766
1391 5987 79860455
2895 5988 247582896
4828 5989 356556490
3599 5990 95675485
3459 5991 523144651
1087 5992 965710318
106 5993 -582231613
4285 5994 913714818
2040 5995 32461848
4074 5996 616884669
2568 5997 427738483
957 5998 -752633901
1222 5999 185985320
1841 6000 229480843
4953 6001 -744263899
5513 6002 -526218182
2806 6003 -429121637
4380 6004 -843596378
1091 6005 -621225257
5321 6006 -696196265
4001 6007 -177645403
1819 6008 -814659059
1462 6009 -324968274
3148 6010 276462553
5136 6011 -799906090
2638 6012 870711087
2491 6013 -581701602
1344 6014 -501123808
4183 6015 782556480
5110 6016 -662089732
3943 6017 264283129
1299 6018 -919424233
3779 6019 -875916345
1866 6020 68336326
4054 6021 214373461
678 6022 -682768621
4391 6023 -840355103
5107 6024 -35549125
5322 6025 -173852453
576 6026 -604197889
5351 6027 -236613602
4598 6028 -376553894
4065 6029 656878622
104 6030 607225295
5759 6031 -936168473
4948 6032 462123773
2034 6033 214168501
265 6034 -548670594
992 6035 545044957
2560 6036 208969224
821 6037 -114561900
1360 6038 -387293812
3373 6039 -196896107
814 6040 190311367
431 6041 641060842
1307 6042 -520346836
5306 6043 -255486931
4830 6044 773343255
3000 6045 -735439249
1965 6046 -398455557
1924 6047 -832712947
3988 6048 -575789133
2542 6049 120331342
5825 6050 -508443391
4290 6051 904687196
5437 6052 188113473
3064 6053 -319375407
379 6054 383894005
4797 6055 603390156
3379 6056 467332033
5560 6057 933931878
2978 6058 -65537736
5122 6059 -165230470
3801 6060 635370350
2276 6061 -206273330
5430 6062 -209951581
2012 6063 -537449299
2357 6064 570779736
5807 6065 720084175
519 6066 43663596
5016 6067 487789880
5679 6068 -924934353
3647 6069 -149848551
1690 6070 284231686
2448 6071 776363081
1998 6072 -732153752
5998 6073 -413354370
651 6074 -247892544
1980 6075 -63142332
5868 6076 975340922
1470 6077 594535621
1163 6078 -506458886
1686 6079 569590470
2098 6080 17541690
4850 6081 -268456243
2381 6082 988067143
4482 6083 181139820
1261 6084 -899609861
4809 6085 435506587
3796 6086 841457886
2366 6087 -553375311
1022 6088 -988866888
5105 6089 -770027141
4092 6090 761541674
5464 6091 -597937590
4595 6092 -873530928
4082 6093 -157140223
5482 6094 -979768213
2117 6095 -677354207
603 6096 71713824
739 6097 908485894
4284 6098 475838683
3051 6099 -236763718
3708 6100 -333335624
4517 6101 767496058
421 6102 -517138520
3294 6103 277086709
4439 6104 -434292327
2343 6105 139898431
2423 6106 47259747
1909 6107 -595746802
2427 6108 682285351
3898 6109 -291901345
1705 6110 -449247535
4950 6111 -810538941
751 6112 -187916696
3449 6113 -70767421
4609 6114 95242271
3578 6115 -60584835
4083 6116 -745959119
2919 6117 245074932
930 6118 -52334552
644 6119 785046233
4829 6120 555066825
2614 6121 -958304664
4370 6122 -813139164
2899 6123 -84453514
2032 6124 767593746
375 6125 918415091
2660 6126 -714901086
2188 6127 526821129
12 6128 903058852
717 6129 697113645
2156 6130 -786615034
2024 6131 -977629094
2925 6132 507910376
269 6133 864678162
132 6134 -261765483
725 6135 -708871441
121 6136 425187576
4281 6137 925573500
5531 6138 -671219885
4918 6139 -427293681
2067 6140 -72828264
2949 6141 -948602241
2359 6142 313733644
2681 6143 741599451
3638 6144 -310194727
5916 6145 -337676008
2356 6146 446282639
5573 6147 295860283
441 6148 -700035235
4781 6149 107469443
2688 6150 468894163
846 6151 548389756
4763 6152 391810915
3389 6153 -1872849
5781 6154 -521600808
4788 6155 -31311595
1618 6156 205856101
2753 6157 -838331190
4385 6158 209197198
2217 6159 -176956475
2706 6160 854349785
4017 6161 -961289027
4820 6162 235802068
2116 6163 -995755051
4785 6164 176374690
651 6165 -541364931
3575 6166 -884416515
970 6167 812407223
4233 6168 -773239918
4823 6169 -751461287
2879 6170 492048376
2005 6171 627574372
2286 6172 564645329
3607 6173 -890432818
1192 6174 -241165918
4636 6175 836756128
1551 6176 -674120896
4632 6177 -31828984
3406 6178 596847702
3445 6179 48218374
3994 6180 603684412
5990 6181 -668467848
4847 6182 -151018189
2609 6183 608029044
352 6184 866900691
3082 6185 -392812948
480 6186 -96692076
5435 6187 -915788348
4934 6188 728988091
2265 6189 -220579808
4641 6190 732445085
2687 6191 -528750383
2663 6192 -278315161
5503 6193 -11423124
3380 6194 -578867908
3421 6195 349527602
1942 6196 305764531
2431 6197 684236135
1064 6198 -647681737
2530 6199 -13369053
2196 6200 -254467295
4771 6201 -982657918
5329 6202 17020289
2415 6203 220222871
3809 6204 433306352
707 6205 -111600421
1521 6206 -203080392
5117 6207 68669854
1156 6208 561696446
6067 6209 270511245
953 6210 -274950283
5232 6211 -973991288
3582 6212 -353261419
11 6213 -672411636
4644 6214 241959533
4099 6215 -729606837
2300 6216 -362983556
963 6217 391521886
1648 6218 -75576700
1715 6219 450415542
3331 6220 -975579363
1362 6221 542147483
4514 6222 -922413816
5589 6223 -674316391
5521 6224 343216658
5479 6225 -428185857
5477 6226 -119663019
1837 6227 -571317942
3834 6228 -59502748
2101 6229 356983650
399 6230 862435744
2055 6231 675773473
5896 6232 446529134
405 6233 -484356455
4710 6234 -659146786
1136 6235 763225040
5149 6236 335652566
627 6237 180386274
3460 6238 -554456704
4217 6239 -34108472
3770 6240 476876950
2177 6241 -111599946
2385 6242 -653137817
1155 6243 -295216606
3312 6244 180252893
2117 6245 279082710
3755 6246 966201540
5906 6247 -183176122
5850 6248 -501816915
869 6249 965519381
5229 6250 813942380
5869 6251 -244589799
3572 6252 -427422397
5053 6253 344127718
3805 6254 650521077
863 6255 -471999387
5107 6256 -745014672
569 6257 -209401022
2623 6258 -729116526
2752 6259 -891554496
4285 6260 -830462331
3214 6261 523109164
4105 6262 -359866408
5357 6263 742758478
5762 6264 39990355
1486 6265 -369468234
5198 6266 -759022764
1395 6267 414870508
2861 6268 -780306462
